edge,s_node,e_node,s_lng,s_lat,e_lng,e_lat,c_lng,c_lat
8657,6102,7535,116.3162313,39.9628759,116.3163685,39.9628871,116.31629989999999,39.9628815
8658,6103,6104,116.2927849,39.9464555,116.2942698,39.9474886,116.29352735,39.94697205
8659,6104,6103,116.2942698,39.9474886,116.2927849,39.9464555,116.29352735,39.94697205
8660,6104,13155,116.2942698,39.9474886,116.2955061,39.9442096,116.29488795,39.945849100000004
8661,13155,6104,116.2955061,39.9442096,116.2942698,39.9474886,116.29488795,39.945849100000004
8662,6105,6106,116.2930338,39.9511404,116.2933036,39.9514018,116.2931687,39.9512711
8663,6106,6105,116.2933036,39.9514018,116.2930338,39.9511404,116.2931687,39.9512711
8664,6109,6107,116.2987254,39.944238,116.297806,39.9481269,116.2982657,39.946182449999995
8665,6107,6109,116.297806,39.9481269,116.2987254,39.944238,116.2982657,39.946182449999995
8666,6110,63465,116.297812,39.9395155,116.2986817,39.9410666,116.29824685,39.94029105
8667,63465,6110,116.2986817,39.9410666,116.297812,39.9395155,116.29824685,39.94029105
8668,63465,63467,116.2986817,39.9410666,116.2990472,39.9417185,116.29886445,39.94139255
8669,63467,63465,116.2990472,39.9417185,116.2986817,39.9410666,116.29886445,39.94139255
8670,63467,59442,116.2990472,39.9417185,116.2990745,39.9417672,116.29906085,39.94174285
8671,59442,63467,116.2990745,39.9417672,116.2990472,39.9417185,116.29906085,39.94174285
8672,59442,13100,116.2990745,39.9417672,116.2994375,39.9424146,116.299256,39.9420909
8673,13100,59442,116.2994375,39.9424146,116.2990745,39.9417672,116.299256,39.9420909
8674,6112,6115,116.3003174,39.956974,116.2974229,39.9569233,116.29887015,39.95694865
8675,6115,6112,116.2974229,39.9569233,116.3003174,39.956974,116.29887015,39.95694865
8676,1295,19693,116.3290079,39.9562747,116.3290205,39.9561685,116.32901419999999,39.9562216
8677,6119,12080,116.3233954,39.963262,116.3233273,39.964507,116.32336135,39.9638845
8678,12080,6119,116.3233273,39.964507,116.3233954,39.963262,116.32336135,39.9638845
8679,12080,6118,116.3233273,39.964507,116.3232455,39.9658185,116.3232864,39.96516275
8680,6118,12080,116.3232455,39.9658185,116.3233273,39.964507,116.3232864,39.96516275
8681,6120,6121,116.3258242,39.9506914,116.3254521,39.9541932,116.32563815,39.9524423
8682,6121,30745,116.3254521,39.9541932,116.3253387,39.9559524,116.3253954,39.955072799999996
8683,6122,6121,116.3292488,39.9543584,116.3254521,39.9541932,116.32735045000001,39.9542758
8684,1210,6095,116.3400051,39.9568514,116.3371955,39.9609252,116.3386003,39.9588883
8685,6095,1210,116.3371955,39.9609252,116.3400051,39.9568514,116.3386003,39.9588883
8686,6095,1296,116.3371955,39.9609252,116.3361479,39.9617377,116.33667170000001,39.96133145
8687,1296,6095,116.3361479,39.9617377,116.3371955,39.9609252,116.33667170000001,39.96133145
8688,1296,12103,116.3361479,39.9617377,116.3344282,39.9627563,116.33528805,39.962247000000005
8689,12103,1296,116.3344282,39.9627563,116.3361479,39.9617377,116.33528805,39.962247000000005
8690,12103,6098,116.3344282,39.9627563,116.3330823,39.9635553,116.33375525,39.9631558
8691,6098,12103,116.3330823,39.9635553,116.3344282,39.9627563,116.33375525,39.9631558
8692,6098,6099,116.3330823,39.9635553,116.3326339,39.9660557,116.33285810000001,39.9648055
8693,6099,6098,116.3326339,39.9660557,116.3330823,39.9635553,116.33285810000001,39.9648055
8694,1296,59698,116.3361479,39.9617377,116.3357155,39.963872,116.3359317,39.96280485
8695,59698,1296,116.3357155,39.963872,116.3361479,39.9617377,116.3359317,39.96280485
8696,59698,1297,116.3357155,39.963872,116.3352758,39.9660656,116.33549565000001,39.9649688
8697,1297,59698,116.3352758,39.9660656,116.3357155,39.963872,116.33549565000001,39.9649688
8698,29498,6123,116.3331119,39.9660593,116.3330826,39.9664472,116.33309725000001,39.966253249999994
8699,6123,29498,116.3330826,39.9664472,116.3331119,39.9660593,116.33309725000001,39.966253249999994
8700,6123,6160,116.3330826,39.9664472,116.3330047,39.9672557,116.33304365000001,39.96685145
8701,6160,6123,116.3330047,39.9672557,116.3330826,39.9664472,116.33304365000001,39.96685145
8702,6160,59669,116.3330047,39.9672557,116.3327312,39.9693269,116.33286795000001,39.968291300000004
8703,59669,6160,116.3327312,39.9693269,116.3330047,39.9672557,116.33286795000001,39.968291300000004
8704,59669,6162,116.3327312,39.9693269,116.3327173,39.9694318,116.33272425,39.96937935
8705,6162,59669,116.3327173,39.9694318,116.3327312,39.9693269,116.33272425,39.96937935
8706,6162,59670,116.3327173,39.9694318,116.3321056,39.9726828,116.33241145,39.9710573
8707,59670,6162,116.3321056,39.9726828,116.3327173,39.9694318,116.33241145,39.9710573
8708,59670,18079,116.3321056,39.9726828,116.3318247,39.9749877,116.33196515,39.97383525
8709,18079,59670,116.3318247,39.9749877,116.3321056,39.9726828,116.33196515,39.97383525
8710,18079,6124,116.3318247,39.9749877,116.3318228,39.9750426,116.33182375,39.975015150000004
8711,6124,18079,116.3318228,39.9750426,116.3318247,39.9749877,116.33182375,39.975015150000004
8712,6125,6126,116.3435923,39.9567816,116.3428889,39.9620261,116.3432406,39.95940385
8713,6126,6125,116.3428889,39.9620261,116.3435923,39.9567816,116.3432406,39.95940385
8714,6126,12067,116.3428889,39.9620261,116.3414163,39.9660086,116.3421526,39.964017350000006
8715,12067,6126,116.3414163,39.9660086,116.3428889,39.9620261,116.3421526,39.964017350000006
8716,6126,17281,116.3428889,39.9620261,116.3470437,39.9624989,116.34496630000001,39.9622625
8717,17281,6126,116.3470437,39.9624989,116.3428889,39.9620261,116.34496630000001,39.9622625
8718,17263,12108,116.3491116,39.9505437,116.3495246,39.9506055,116.3493181,39.950574599999996
8719,12108,17263,116.3495246,39.9506055,116.3491116,39.9505437,116.3493181,39.950574599999996
8720,6129,42264,116.3553907,39.95098,116.3553494,39.9529414,116.35537005,39.9519607
8721,42264,6129,116.3553494,39.9529414,116.3553907,39.95098,116.35537005,39.9519607
8722,42264,12037,116.3553494,39.9529414,116.3553434,39.9532274,116.3553464,39.9530844
8723,12037,42264,116.3553434,39.9532274,116.3553494,39.9529414,116.3553464,39.9530844
8724,12037,55767,116.3553434,39.9532274,116.3552167,39.9554512,116.35528005,39.9543393
8725,55767,12037,116.3552167,39.9554512,116.3553434,39.9532274,116.35528005,39.9543393
8726,55767,6130,116.3552167,39.9554512,116.3551539,39.9565525,116.3551853,39.95600185
8727,6130,55767,116.3551539,39.9565525,116.3552167,39.9554512,116.3551853,39.95600185
8728,6131,25256,116.3520834,39.9508656,116.3523901,39.9529213,116.35223675,39.95189345
8729,25256,6131,116.3523901,39.9529213,116.3520834,39.9508656,116.35223675,39.95189345
8730,25256,65056,116.3523901,39.9529213,116.3520382,39.9554188,116.35221415,39.95417005
8731,65056,25256,116.3520382,39.9554188,116.3523901,39.9529213,116.35221415,39.95417005
8732,65056,6132,116.3520382,39.9554188,116.3519675,39.9565594,116.35200284999999,39.9559891
8733,6132,65056,116.3519675,39.9565594,116.3520382,39.9554188,116.35200284999999,39.9559891
8734,6132,22879,116.3519675,39.9565594,116.3519669,39.9566491,116.35196719999999,39.95660425
8735,22879,6132,116.3519669,39.9566491,116.3519675,39.9565594,116.35196719999999,39.95660425
8736,19830,2180,116.3127279,39.9711804,116.3128491,39.9712105,116.3127885,39.971195449999996
8737,2180,19830,116.3128491,39.9712105,116.3127279,39.9711804,116.3127885,39.971195449999996
8738,2180,6134,116.3128491,39.9712105,116.3130008,39.971244,116.31292495,39.97122725
8739,6134,2180,116.3130008,39.971244,116.3128491,39.9712105,116.31292495,39.97122725
8740,6136,6157,116.3192171,39.9718846,116.3226017,39.9721023,116.3209094,39.97199345
8741,6157,6136,116.3226017,39.9721023,116.3192171,39.9718846,116.3209094,39.97199345
8742,6157,30369,116.3226017,39.9721023,116.327519,39.9724631,116.32506035,39.9722827
8743,30369,6157,116.327519,39.9724631,116.3226017,39.9721023,116.32506035,39.9722827
8744,6137,6140,116.3230828,39.9662451,116.3229604,39.9678025,116.3230216,39.9670238
8745,6140,6137,116.3229604,39.9678025,116.3230828,39.9662451,116.3230216,39.9670238
8746,6140,6138,116.3229604,39.9678025,116.3228978,39.9687292,116.32292910000001,39.968265849999995
8747,6138,6140,116.3228978,39.9687292,116.3229604,39.9678025,116.32292910000001,39.968265849999995
8748,6138,6144,116.3228978,39.9687292,116.3227858,39.9700822,116.3228418,39.969405699999996
8749,6144,6138,116.3227858,39.9700822,116.3228978,39.9687292,116.3228418,39.969405699999996
8750,6138,6155,116.3228978,39.9687292,116.3241803,39.9687729,116.32353905,39.968751049999995
8751,6155,6138,116.3241803,39.9687729,116.3228978,39.9687292,116.32353905,39.968751049999995
8752,6155,6139,116.3241803,39.9687729,116.3269689,39.9688678,116.3255746,39.96882035
8753,6139,6155,116.3269689,39.9688678,116.3241803,39.9687729,116.3255746,39.96882035
8754,6140,6154,116.3229604,39.9678025,116.3241979,39.9678469,116.32357915,39.967824699999994
8755,6154,6140,116.3241979,39.9678469,116.3229604,39.9678025,116.32357915,39.967824699999994
8756,6154,6141,116.3241979,39.9678469,116.3269861,39.9679469,116.325592,39.9678969
8757,6141,6154,116.3269861,39.9679469,116.3241979,39.9678469,116.325592,39.9678969
8758,6141,6139,116.3269861,39.9679469,116.3269689,39.9688678,116.3269775,39.96840735
8759,6139,6141,116.3269689,39.9688678,116.3269861,39.9679469,116.3269775,39.96840735
8760,6139,6142,116.3269689,39.9688678,116.3268745,39.9701834,116.3269217,39.9695256
8761,6142,6139,116.3268745,39.9701834,116.3269689,39.9688678,116.3269217,39.9695256
8762,6143,6142,116.3277839,39.97023,116.3268745,39.9701834,116.32732920000001,39.970206700000006
8763,6142,6143,116.3268745,39.9701834,116.3277839,39.97023,116.32732920000001,39.970206700000006
8764,6142,6156,116.3268745,39.9701834,116.3240768,39.9701022,116.32547565,39.970142800000005
8765,6156,6142,116.3240768,39.9701022,116.3268745,39.9701834,116.32547565,39.970142800000005
8766,6146,6147,116.3156201,39.9698886,116.3157518,39.9685981,116.31568595,39.96924335
8767,6147,6146,116.3157518,39.9685981,116.3156201,39.9698886,116.31568595,39.96924335
8768,6149,6151,116.314664,39.9670865,116.3194326,39.9672097,116.3170483,39.9671481
8769,6153,6148,116.3193588,39.9687081,116.3170695,39.968647,116.31821415,39.968677549999995
8770,6148,6147,116.3170695,39.968647,116.3157518,39.9685981,116.31641065,39.96862255
8771,6147,6152,116.3157518,39.9685981,116.3140939,39.9685066,116.31492285,39.968552349999996
8772,6154,6155,116.3241979,39.9678469,116.3241803,39.9687729,116.3241891,39.968309899999994
8773,6155,6154,116.3241803,39.9687729,116.3241979,39.9678469,116.3241891,39.968309899999994
8774,6155,6156,116.3241803,39.9687729,116.3240768,39.9701022,116.32412855,39.969437549999995
8775,6156,6155,116.3240768,39.9701022,116.3241803,39.9687729,116.32412855,39.969437549999995
8776,6158,6159,116.330797,39.9695585,116.3304965,39.9726566,116.33064675,39.97110755
8777,6159,6158,116.3304965,39.9726566,116.330797,39.9695585,116.33064675,39.97110755
8778,6159,21529,116.3304965,39.9726566,116.3304092,39.9749942,116.33045285,39.973825399999996
8779,21529,6159,116.3304092,39.9749942,116.3304965,39.9726566,116.33045285,39.973825399999996
8780,21529,21533,116.3304092,39.9749942,116.3304066,39.9750633,116.33040790000001,39.97502875
8781,21533,21529,116.3304066,39.9750633,116.3304092,39.9749942,116.33040790000001,39.97502875
8782,6160,6161,116.3330047,39.9672557,116.3341692,39.9673219,116.33358695000001,39.967288800000006
8783,6161,6160,116.3341692,39.9673219,116.3330047,39.9672557,116.33358695000001,39.967288800000006
8784,6161,49344,116.3341692,39.9673219,116.335934,39.9674652,116.3350516,39.96739355
8785,49344,6161,116.335934,39.9674652,116.3341692,39.9673219,116.3350516,39.96739355
8786,6161,6162,116.3341692,39.9673219,116.3327173,39.9694318,116.33344325,39.96837685
8787,6162,6161,116.3327173,39.9694318,116.3341692,39.9673219,116.33344325,39.96837685
8788,6163,48739,116.3382508,39.9706068,116.3384469,39.9706116,116.33834884999999,39.9706092
8789,48739,6163,116.3384469,39.9706116,116.3382508,39.9706068,116.33834884999999,39.9706092
8790,48739,48734,116.3384469,39.9706116,116.3390025,39.9706166,116.3387247,39.9706141
8791,48734,48739,116.3390025,39.9706166,116.3384469,39.9706116,116.3387247,39.9706141
8792,48734,48742,116.3390025,39.9706166,116.3407941,39.9706375,116.3398983,39.970627050000004
8793,48742,48734,116.3407941,39.9706375,116.3390025,39.9706166,116.3398983,39.970627050000004
8794,48742,14363,116.3407941,39.9706375,116.3410148,39.9706356,116.34090445,39.97063655
8795,14363,48742,116.3410148,39.9706356,116.3407941,39.9706375,116.34090445,39.97063655
8796,14363,48744,116.3410148,39.9706356,116.34153,39.9706405,116.34127240000001,39.970638050000005
8797,48744,14363,116.34153,39.9706405,116.3410148,39.9706356,116.34127240000001,39.970638050000005
8798,48744,6164,116.34153,39.9706405,116.3422974,39.9706388,116.3419137,39.97063965
8799,6164,48744,116.3422974,39.9706388,116.34153,39.9706405,116.3419137,39.97063965
8800,6165,6171,116.3811565,39.9535526,116.3839804,39.9535681,116.38256845000001,39.953560350000004
8801,6171,6165,116.3839804,39.9535681,116.3811565,39.9535526,116.38256845000001,39.953560350000004
8802,6171,6166,116.3839804,39.9535681,116.3873448,39.9536287,116.38566259999999,39.953598400000004
8803,6166,6171,116.3873448,39.9536287,116.3839804,39.9535681,116.38566259999999,39.953598400000004
8804,6167,6165,116.3811146,39.9553644,116.3811565,39.9535526,116.38113555000001,39.9544585
8805,6165,6167,116.3811565,39.9535526,116.3811146,39.9553644,116.38113555000001,39.9544585
8806,6165,6168,116.3811565,39.9535526,116.3811909,39.9522027,116.3811737,39.952877650000005
8807,6168,6165,116.3811909,39.9522027,116.3811565,39.9535526,116.3811737,39.952877650000005
8808,6168,6174,116.3811909,39.9522027,116.3811994,39.9510984,116.38119515,39.95165055
8809,6174,6168,116.3811994,39.9510984,116.3811909,39.9522027,116.38119515,39.95165055
8810,6174,6169,116.3811994,39.9510984,116.3812143,39.9500364,116.38120685,39.9505674
8811,6169,6174,116.3812143,39.9500364,116.3811994,39.9510984,116.38120685,39.9505674
8812,6170,6171,116.3839209,39.9555202,116.3839804,39.9535681,116.38395065,39.954544150000004
8813,6171,6170,116.3839804,39.9535681,116.3839209,39.9555202,116.38395065,39.954544150000004
8814,6171,6172,116.3839804,39.9535681,116.3839806,39.9522284,116.3839805,39.952898250000004
8815,6172,6171,116.3839806,39.9522284,116.3839804,39.9535681,116.3839805,39.952898250000004
8816,6172,6175,116.3839806,39.9522284,116.3839806,39.9511518,116.3839806,39.9516901
8817,6175,6172,116.3839806,39.9511518,116.3839806,39.9522284,116.3839806,39.9516901
8818,6174,6175,116.3811994,39.9510984,116.3839806,39.9511518,116.38259,39.9511251
8819,6175,6174,116.3839806,39.9511518,116.3811994,39.9510984,116.38259,39.9511251
8820,6177,6178,116.3918022,39.9500975,116.3917369,39.952296,116.39176954999999,39.951196749999994
8821,6178,6177,116.3917369,39.952296,116.3918022,39.9500975,116.39176954999999,39.951196749999994
8822,6178,6179,116.3917369,39.952296,116.3916538,39.955749,116.39169534999999,39.954022499999994
8823,6179,6178,116.3916538,39.955749,116.3917369,39.952296,116.39169534999999,39.954022499999994
8824,6180,53734,116.3906274,39.9557243,116.3905845,39.9567277,116.39060595000001,39.956226
8825,53734,6180,116.3905845,39.9567277,116.3906274,39.9557243,116.39060595000001,39.956226
8826,53734,6181,116.3905845,39.9567277,116.3905121,39.9584212,116.3905483,39.957574449999996
8827,6181,53734,116.3905121,39.9584212,116.3905845,39.9567277,116.3905483,39.957574449999996
8828,6181,12114,116.3905121,39.9584212,116.3906499,39.959805,116.390581,39.959113099999996
8829,12114,6181,116.3906499,39.959805,116.3905121,39.9584212,116.390581,39.959113099999996
8830,53736,53735,116.3935509,39.9585493,116.3915016,39.9584663,116.39252625,39.9585078
8831,53735,53736,116.3915016,39.9584663,116.3935509,39.9585493,116.39252625,39.9585078
8832,53735,6181,116.3915016,39.9584663,116.3905121,39.9584212,116.39100685,39.95844375
8833,6181,53735,116.3905121,39.9584212,116.3915016,39.9584663,116.39100685,39.95844375
8834,6181,17557,116.3905121,39.9584212,116.3890285,39.9583727,116.3897703,39.958396949999994
8835,17557,6181,116.3890285,39.9583727,116.3905121,39.9584212,116.3897703,39.958396949999994
8836,17557,17556,116.3890285,39.9583727,116.3888881,39.9583681,116.3889583,39.9583704
8837,17556,17557,116.3888881,39.9583681,116.3890285,39.9583727,116.3889583,39.9583704
8838,17556,6182,116.3888881,39.9583681,116.3887194,39.9583623,116.38880375,39.9583652
8839,6182,17556,116.3887194,39.9583623,116.3888881,39.9583681,116.38880375,39.9583652
8840,6182,17555,116.3887194,39.9583623,116.3885909,39.9583565,116.38865515,39.9583594
8841,17555,6182,116.3885909,39.9583565,116.3887194,39.9583623,116.38865515,39.9583594
8842,17555,6183,116.3885909,39.9583565,116.3872165,39.9582843,116.3879037,39.958320400000005
8843,6183,17555,116.3872165,39.9582843,116.3885909,39.9583565,116.3879037,39.958320400000005
8844,6183,36563,116.3872165,39.9582843,116.3834918,39.9581085,116.38535415,39.958196400000006
8845,36563,6183,116.3834918,39.9581085,116.3872165,39.9582843,116.38535415,39.958196400000006
8846,36563,6184,116.3834918,39.9581085,116.3825126,39.9580791,116.38300219999999,39.9580938
8847,6184,36563,116.3825126,39.9580791,116.3834918,39.9581085,116.38300219999999,39.9580938
8848,5882,6185,116.3802585,39.9553168,116.3817466,39.961578,116.38100255,39.9584474
8849,6185,5882,116.3817466,39.961578,116.3802585,39.9553168,116.38100255,39.9584474
8850,6186,6187,116.379167,39.9615215,116.3790205,39.9644226,116.37909375,39.962972050000005
8851,6187,6186,116.3790205,39.9644226,116.379167,39.9615215,116.37909375,39.962972050000005
8852,6187,6188,116.3790205,39.9644226,116.378912,39.9666572,116.37896624999999,39.965539899999996
8853,6188,6187,116.378912,39.9666572,116.3790205,39.9644226,116.37896624999999,39.965539899999996
8854,6187,6189,116.3790205,39.9644226,116.3819296,39.9644395,116.38047505,39.96443105
8855,6189,6187,116.3819296,39.9644395,116.3790205,39.9644226,116.38047505,39.96443105
8856,6190,17585,116.3883491,39.9667571,116.388358,39.9665649,116.38835355,39.966661
8857,17585,17565,116.388358,39.9665649,116.3884686,39.9637706,116.3884133,39.96516775
8858,17565,17564,116.3884686,39.9637706,116.3884811,39.9635102,116.38847485,39.9636404
8859,17564,1495,116.3884811,39.9635102,116.3885629,39.9617787,116.388522,39.96264445
8860,6191,6190,116.3883266,39.9674373,116.3883491,39.9667571,116.38833785,39.9670972
8861,6192,6197,116.3733241,39.9565663,116.3755264,39.9565732,116.37442525,39.95656975
8862,6197,6192,116.3755264,39.9565732,116.3733241,39.9565663,116.37442525,39.95656975
8863,6197,12141,116.3755264,39.9565732,116.3761111,39.9565839,116.37581875000001,39.95657855
8864,12141,6197,116.3761111,39.9565839,116.3755264,39.9565732,116.37581875000001,39.95657855
8865,12141,6193,116.3761111,39.9565839,116.3772856,39.9566054,116.37669835,39.95659465
8866,6193,12141,116.3772856,39.9566054,116.3761111,39.9565839,116.37669835,39.95659465
8867,6194,6195,116.3734403,39.9538289,116.3755346,39.9538092,116.37448745,39.95381905
8868,6195,6194,116.3755346,39.9538092,116.3734403,39.9538289,116.37448745,39.95381905
8869,6195,6196,116.3755346,39.9538092,116.3755308,39.9521009,116.37553270000001,39.95295505
8870,6196,6195,116.3755308,39.9521009,116.3755346,39.9538092,116.37553270000001,39.95295505
8871,6195,6197,116.3755346,39.9538092,116.3755264,39.9565732,116.3755305,39.9551912
8872,6197,6195,116.3755264,39.9565732,116.3755346,39.9538092,116.3755305,39.9551912
8873,19809,6196,116.3756991,39.9500491,116.3755308,39.9521009,116.37561495,39.951075
8874,6196,19809,116.3755308,39.9521009,116.3756991,39.9500491,116.37561495,39.951075
8875,6200,21507,116.3691917,39.9554911,116.3691584,39.9564273,116.36917505,39.9559592
8876,21507,6200,116.3691584,39.9564273,116.3691917,39.9554911,116.36917505,39.9559592
8877,21507,6201,116.3691584,39.9564273,116.3691557,39.9565026,116.36915705,39.95646495
8878,6201,21507,116.3691557,39.9565026,116.3691584,39.9564273,116.36915705,39.95646495
8879,6201,21515,116.3691557,39.9565026,116.3691488,39.9566637,116.36915225,39.95658315
8880,21515,6201,116.3691488,39.9566637,116.3691557,39.9565026,116.36915225,39.95658315
8881,17483,6202,116.3697413,39.9496307,116.3697406,39.9495617,116.36974095,39.9495962
8882,6202,17483,116.3697406,39.9495617,116.3697413,39.9496307,116.36974095,39.9495962
8883,6202,6203,116.3697406,39.9495617,116.3697868,39.9483202,116.3697637,39.948940949999994
8884,6203,6202,116.3697868,39.9483202,116.3697406,39.9495617,116.3697637,39.948940949999994
8885,12012,6207,116.4030679,39.9490181,116.4084871,39.948606,116.4057775,39.94881205
8886,6207,3102,116.4084871,39.948606,116.4099155,39.9486093,116.4092013,39.94860765
8887,6211,6209,116.3679463,39.9482261,116.3676304,39.9482066,116.36778835,39.948216349999996
8888,6209,6211,116.3676304,39.9482066,116.3679463,39.9482261,116.36778835,39.948216349999996
8889,6209,17479,116.3676304,39.9482066,116.3657792,39.9480449,116.36670480000001,39.94812575
8890,17479,6209,116.3657792,39.9480449,116.3676304,39.9482066,116.36670480000001,39.94812575
8891,6212,12043,116.3540068,39.9464953,116.3524316,39.9465425,116.3532192,39.9465189
8892,12043,6212,116.3524316,39.9465425,116.3540068,39.9464953,116.3532192,39.9465189
8893,12043,17256,116.3524316,39.9465425,116.3508107,39.9466564,116.35162115,39.94659945
8894,17256,12043,116.3508107,39.9466564,116.3524316,39.9465425,116.35162115,39.94659945
8895,6212,54611,116.3540068,39.9464953,116.3562398,39.9475143,116.3551233,39.9470048
8896,54611,6212,116.3562398,39.9475143,116.3540068,39.9464953,116.3551233,39.9470048
8897,54611,15005,116.3562398,39.9475143,116.3567004,39.9477245,116.3564701,39.9476194
8898,15005,54611,116.3567004,39.9477245,116.3562398,39.9475143,116.3564701,39.9476194
8899,15005,54614,116.3567004,39.9477245,116.3570941,39.947913,116.35689725,39.947818749999996
8900,54614,15005,116.3570941,39.947913,116.3567004,39.9477245,116.35689725,39.947818749999996
8901,54614,6218,116.3570941,39.947913,116.3574419,39.9480796,116.357268,39.9479963
8902,6218,54614,116.3574419,39.9480796,116.3570941,39.947913,116.357268,39.9479963
8903,6218,6214,116.3574419,39.9480796,116.3616848,39.9495372,116.35956335,39.948808400000004
8904,6214,6218,116.3616848,39.9495372,116.3574419,39.9480796,116.35956335,39.948808400000004
8905,6216,6212,116.3542856,39.9463226,116.3540068,39.9464953,116.3541462,39.946408950000006
8906,6212,6216,116.3540068,39.9464953,116.3542856,39.9463226,116.3541462,39.946408950000006
8907,6212,12135,116.3540068,39.9464953,116.3528103,39.9481748,116.35340855,39.94733505
8908,12135,6212,116.3528103,39.9481748,116.3540068,39.9464953,116.35340855,39.94733505
8909,12135,6217,116.3528103,39.9481748,116.3526202,39.9484866,116.35271525,39.9483307
8910,6217,12135,116.3526202,39.9484866,116.3528103,39.9481748,116.35271525,39.9483307
8911,6217,17324,116.3526202,39.9484866,116.3525462,39.9488461,116.3525832,39.948666349999996
8912,17324,6217,116.3525462,39.9488461,116.3526202,39.9484866,116.3525832,39.948666349999996
8913,17324,6131,116.3525462,39.9488461,116.3520834,39.9508656,116.3523148,39.94985585
8914,6131,17324,116.3520834,39.9508656,116.3525462,39.9488461,116.3523148,39.94985585
8915,6218,12097,116.3574419,39.9480796,116.3567659,39.9490169,116.3571039,39.94854825
8916,12097,6218,116.3567659,39.9490169,116.3574419,39.9480796,116.3571039,39.94854825
8917,12097,12062,116.3567659,39.9490169,116.3559958,39.9500752,116.35638085,39.949546049999995
8918,12062,12097,116.3559958,39.9500752,116.3567659,39.9490169,116.35638085,39.949546049999995
8919,12062,6129,116.3559958,39.9500752,116.3553907,39.95098,116.35569325,39.9505276
8920,6129,12062,116.3553907,39.95098,116.3559958,39.9500752,116.35569325,39.9505276
8921,6220,6221,116.3607537,39.9661784,116.3608052,39.9639299,116.36077945,39.96505415
8922,6221,6220,116.3608052,39.9639299,116.3607537,39.9661784,116.36077945,39.96505415
8923,6222,6223,116.3675778,39.966833,116.3678474,39.969876,116.3677126,39.968354500000004
8924,17491,6224,116.3638444,39.9736395,116.3676811,39.9736697,116.36576275,39.9736546
8925,6224,17491,116.3676811,39.9736697,116.3638444,39.9736395,116.36576275,39.9736546
8926,6224,6225,116.3676811,39.9736697,116.3727873,39.9737266,116.3702342,39.973698150000004
8927,6225,6224,116.3727873,39.9737266,116.3676811,39.9736697,116.3702342,39.973698150000004
8928,6227,6228,116.379689,39.9737919,116.3753036,39.9738202,116.37749629999999,39.97380605
8929,6228,6227,116.3753036,39.9738202,116.379689,39.9737919,116.37749629999999,39.97380605
8930,6229,53345,116.3751189,39.9712023,116.3766348,39.9712131,116.37587685,39.9712077
8931,53345,6229,116.3766348,39.9712131,116.3751189,39.9712023,116.37587685,39.9712077
8932,53345,53601,116.3766348,39.9712131,116.3785241,39.9712469,116.37757945000001,39.97123
8933,53601,53345,116.3785241,39.9712469,116.3766348,39.9712131,116.37757945000001,39.97123
8934,53601,6230,116.3785241,39.9712469,116.3819022,39.9714933,116.38021315,39.9713701
8935,6230,53601,116.3819022,39.9714933,116.3785241,39.9712469,116.38021315,39.9713701
8936,6230,10201,116.3819022,39.9714933,116.3848112,39.9715486,116.38335670000001,39.97152095
8937,10201,6230,116.3848112,39.9715486,116.3819022,39.9714933,116.38335670000001,39.97152095
8938,10201,17655,116.3848112,39.9715486,116.3879467,39.9716185,116.38637895,39.97158355
8939,17655,10201,116.3879467,39.9716185,116.3848112,39.9715486,116.38637895,39.97158355
8940,17655,6231,116.3879467,39.9716185,116.3881248,39.9716227,116.38803575,39.971620599999994
8941,6231,17655,116.3881248,39.9716227,116.3879467,39.9716185,116.38803575,39.971620599999994
8942,6232,6230,116.3819792,39.96714,116.3819022,39.9714933,116.3819407,39.969316649999996
8943,6230,6232,116.3819022,39.9714933,116.3819792,39.96714,116.3819407,39.969316649999996
8944,6245,26608,116.3837881,39.9784336,116.3818469,39.9786119,116.3828175,39.978522749999996
8945,26608,6245,116.3818469,39.9786119,116.3837881,39.9784336,116.3828175,39.978522749999996
8946,26608,17675,116.3818469,39.9786119,116.3817419,39.9786398,116.38179439999999,39.97862585
8947,17675,26608,116.3817419,39.9786398,116.3818469,39.9786119,116.38179439999999,39.97862585
8948,17675,6233,116.3817419,39.9786398,116.3816404,39.9787663,116.38169115,39.97870305
8949,6233,17675,116.3816404,39.9787663,116.3817419,39.9786398,116.38169115,39.97870305
8950,6233,26609,116.3816404,39.9787663,116.3815443,39.9787678,116.38159235,39.97876705
8951,26609,6233,116.3815443,39.9787678,116.3816404,39.9787663,116.38159235,39.97876705
8952,26609,6237,116.3815443,39.9787678,116.3748966,39.9778585,116.37822045,39.978313150000005
8953,6237,26609,116.3748966,39.9778585,116.3815443,39.9787678,116.37822045,39.978313150000005
8954,17646,30759,116.3748578,39.9681902,116.3748338,39.9687268,116.3748458,39.9684585
8955,30759,6229,116.3748338,39.9687268,116.3751189,39.9712023,116.37497635,39.96996455
8956,6229,6234,116.3751189,39.9712023,116.3752297,39.9724783,116.3751743,39.9718403
8957,6234,6228,116.3752297,39.9724783,116.3753036,39.9738202,116.37526665,39.97314925
8958,6228,26597,116.3753036,39.9738202,116.3753873,39.9749601,116.37534545,39.97439015
8959,26597,22185,116.3753873,39.9749601,116.3753814,39.975211,116.37538434999999,39.97508555
8960,22185,6235,116.3753814,39.975211,116.3753834,39.9753256,116.3753824,39.975268299999996
